gene,Start,End,EcoCyc accession,locus_tag,30C_1_m,30C_1_f,te_1,30C_2_m,30C_2_f,te_2,30C_3_m,30C_3_f,te_3
trmL,3779238,3779711,ECK3596,b3606,39.9,90.8,2.3,82.9,105.9,1.3,36.9,121.4,3.3
trpA,1315246,1314440,ECK1254,b1260,94.8,170.3,1.8,69.5,106.8,1.5,51.2,127.3,2.5
trpB,1316439,1315246,ECK1255,b1261,94.9,217.5,2.3,68.9,136.7,2.0,76.6,106.7,1.4
trpC,1317809,1316451,ECK1256,b1262,62.6,46.0,0.7,55.7,35.1,0.6,57.6,22.7,0.4
trpD,1319408,1317813,ECK1257,b1263,23.1,22.4,1.0,18.8,12.1,0.6,20.7,14.2,0.7
trpE,1320970,1319408,ECK1258,b1264,10.6,28.2,2.6,11.4,30.5,2.7,8.7,19.1,2.2
trpL,1321106,1321062,ECK1259,b1265,60.0,47.6,0.8,0.0,18.6,#DIV/0!,70.7,0.0,0.0
trpR,4630783,4631109,ECK4385,b4393,68.8,81.6,1.2,54.3,64.0,1.2,85.1,128.8,1.5
trpS,3511660,3510656,ECK3371,b3384,394.8,640.3,1.6,353.6,576.3,1.6,406.8,507.1,1.2
truA,2433658,2432846,ECK2312,b2318,187.6,70.6,0.4,215.1,84.4,0.4,216.7,107.4,0.5
truB,3310799,3309855,ECK3155,b3166,317.0,96.8,0.3,306.8,122.2,0.4,365.3,102.2,0.3
truC,2921806,2921024,ECK2785,b2791,44.8,21.6,0.5,77.6,49.2,0.6,51.8,55.1,1.1
truD,2869326,2868277,ECK2740,b2745,181.7,132.4,0.7,164.8,121.2,0.7,206.0,91.0,0.4
trxA,3963784,3964113,ECK3773,b3781,1615.4,4098.1,2.5,1550.3,3464.7,2.2,1875.0,2998.5,1.6
trxB,931273,930308,ECK0879,b0888,467.1,819.9,1.8,518.0,844.8,1.6,515.4,718.0,1.4
trxC,2716757,2717176,ECK2580,b2582,31.1,75.6,2.4,82.4,211.2,2.6,90.9,183.5,2.0
tsaB,1889291,1888596,ECK1805,b1807,111.8,114.4,1.0,240.5,204.4,0.8,225.1,203.7,0.9
tsaC,3429437,3428865,ECK3269,b3282,151.5,225.3,1.5,218.7,277.5,1.3,166.6,143.5,0.9
tsaD,3208565,3207552,ECK3054,b3064,131.3,178.2,1.4,152.2,274.0,1.8,154.1,215.8,1.4
tsaE,4393608,4394069,ECK4164,b4168,59.4,83.4,1.4,72.9,123.2,1.7,74.0,113.4,1.5
tsf,190857,191708,ECK0169,b0170,4677.5,11597.3,2.5,4252.7,9266.0,2.2,5371.2,7552.1,1.4
tsgA,3490590,3491771,ECK3352,b3364,23.2,5.8,0.2,54.6,20.5,0.4,41.0,43.5,1.1
tsr,4589680,4591335,ECK4345,b4355,786.2,799.6,1.0,821.8,834.5,1.0,1237.2,1339.0,1.1
tsx,431237,430353,ECK0405,b0411,320.7,981.8,3.1,365.7,993.1,2.7,348.7,840.6,2.4
ttcA,1409972,1409037,ECK1341,b1344,152.8,449.1,2.9,164.9,436.4,2.6,196.7,321.7,1.6
ttdA,3204485,3205396,ECK3051,b3061,1.0,0.4,0.4,1.0,0.9,0.9,1.3,0.0,0.0
ttdB,3205393,3205998,ECK3052,b3062,1.5,0.0,0.0,3.1,0.0,0.0,0.0,0.0,#DIV/0!
ttdR,3204278,3203346,ECK3050,b3060,28.9,38.8,1.3,2.0,0.9,0.4,3.8,7.7,2.0
ttdT,3206046,3207509,ECK3053,b3063,0.6,0.1,0.2,0.0,1.1,#DIV/0!,1.6,0.0,0.0
tus,1682283,1683212,ECK1605,b1610,13.5,36.6,2.7,19.1,18.9,1.0,5.1,21.0,4.1
tusA,3607019,3606774,ECK3454,b3470,21.9,190.7,8.7,60.8,183.7,3.0,88.9,271.5,3.1
tusB,3472987,3472700,ECK3330,b3343,85.9,29.7,0.3,123.4,43.6,0.4,87.0,39.2,0.5
tusC,3473354,3472995,ECK3331,b3344,97.5,26.0,0.3,90.9,55.8,0.6,76.2,22.8,0.3
tusD,3473740,3473354,ECK3332,b3345,143.0,47.8,0.3,113.6,21.6,0.2,111.0,26.6,0.2
tusE,1029891,1029562,ECK0960,b0969,61.3,74.3,1.2,51.0,93.8,1.8,114.5,137.0,1.2
tynA,1449373,1447100,ECK1383,b1386,0.4,0.7,1.7,2.5,0.4,0.1,1.4,0.0,0.0
typA,4056430,4058253,ECK3864,b3871,1644.8,2676.8,1.6,1868.0,2964.8,1.6,1731.7,1891.1,1.1
tyrA,2738091,2736970,ECK2597,b2600,79.8,49.1,0.6,67.5,50.7,0.8,77.3,49.5,0.6
tyrB,4265137,4266330,ECK4046,b4054,200.4,387.1,1.9,133.9,219.4,1.6,129.2,147.2,1.1
tyrP,1987705,1988916,ECK1906,b1907,23.0,14.5,0.6,38.6,37.3,1.0,37.7,45.8,1.2
tyrR,1384744,1386285,ECK1319,b1323,128.7,163.5,1.3,77.6,120.0,1.5,86.4,87.3,1.0
tyrS,1715246,1713972,ECK1633,b1637,467.1,625.8,1.3,460.7,625.0,1.4,495.0,539.1,1.1
uacT,3029389,3030837,ECK2883,b2888,0.0,0.0,#DIV/0!,0.6,0.0,0.0,0.5,0.0,0.0
ubiA,4251039,4251911,ECK4032,b4040,71.6,72.5,1.0,91.1,57.5,0.6,91.1,97.7,1.1
ubiB,4018249,4019889,ECK3829,b3835,121.7,47.3,0.4,117.4,42.3,0.4,127.0,47.6,0.4
ubiC,4250529,4251026,ECK4031,b4039,69.6,52.0,0.7,90.1,67.2,0.7,80.7,82.5,1.0
ubiD,4023011,4024504,ECK3835,b3843,240.3,162.5,0.7,263.6,131.7,0.5,267.2,152.7,0.6
ubiE,4016878,4017633,ECK3827,b3833,305.9,557.0,1.8,310.5,441.8,1.4,301.4,333.0,1.1
ubiF,694324,695499,ECK0654,b0662,94.9,106.6,1.1,73.2,56.9,0.8,72.7,65.5,0.9
ubiG,2337589,2338311,ECK2224,b2232,144.4,372.2,2.6,125.5,346.1,2.8,146.3,253.0,1.7
ubiH,3051540,3050362,ECK2902,b2907,172.5,41.4,0.2,215.8,56.1,0.3,157.9,56.6,0.4
ubiI,3050339,3049137,ECK2901,b2906,84.5,63.4,0.8,87.9,59.1,0.7,79.3,64.9,0.8
ubiJ,4017647,4018252,ECK3828,b3834,230.9,122.4,0.5,271.6,107.7,0.4,278.2,91.6,0.3
ubiX,2426648,2426079,ECK2305,b2311,33.9,26.3,0.8,60.7,39.6,0.7,62.1,54.1,0.9
ucpA,2542645,2541854,ECK2421,b2426,163.6,182.4,1.1,93.3,105.7,1.1,110.0,97.3,0.9
udk,2140972,2140331,ECK2060,b2066,105.8,160.1,1.5,169.0,252.9,1.5,151.1,235.3,1.6
udp,4014454,4015215,ECK3825,b3831,241.5,636.0,2.6,98.2,230.7,2.3,99.2,260.3,2.6
ugd,2097637,2096471,ECK2023,b2028,23.9,16.3,0.7,63.3,36.6,0.6,69.9,35.2,0.5
ugpA,3588934,3588047,ECK3436,b3452,1.0,0.4,0.4,6.3,2.8,0.4,0.9,0.0,0.0
ugpB,3590348,3589032,ECK3437,b3453,4.8,2.7,0.6,5.7,8.9,1.6,2.4,6.2,2.6
ugpC,3587203,3586133,ECK3434,b3450,15.1,9.8,0.6,13.1,3.9,0.3,17.5,9.6,0.5
ugpE,3588050,3587205,ECK3435,b3451,0.5,0.7,1.3,4.4,1.0,0.2,2.8,3.6,1.3
ugpQ,3586136,3585393,ECK3433,b3449,27.2,39.5,1.5,25.1,15.8,0.6,31.5,44.2,1.4
uhpA,3848749,3848159,ECK3660,b3669,60.1,35.6,0.6,112.4,17.0,0.2,126.5,31.3,0.2
uhpB,3848159,3846657,ECK3659,b3668,24.8,4.4,0.2,36.7,6.7,0.2,31.2,12.3,0.4
uhpC,3846647,3845328,ECK3658,b3667,11.9,5.9,0.5,19.8,5.1,0.3,10.8,11.7,1.1
uhpT,3845190,3843799,ECK3657,b3666,36.5,1.7,0.0,25.5,1.2,0.0,37.1,5.2,0.1
uidA,1694095,1692284,ECK1612,b1617,1.5,1.4,0.9,1.0,0.9,0.9,0.7,0.0,0.0
uidB,1692287,1690914,ECK1611,b1616,1.3,0.1,0.1,0.0,0.0,#DIV/0!,0.6,1.5,2.6
uidC,1690875,1689610,ECK1610,b1615,1.1,0.2,0.1,0.0,0.7,#DIV/0!,1.3,0.8,0.6
uidR,1695076,1694486,ECK1613,b1618,51.0,68.2,1.3,44.3,59.5,1.3,41.0,64.3,1.6
ulaA,4418003,4419400,ECK4189,b4193,1.9,0.4,0.2,1.3,0.0,0.0,1.4,0.0,0.0
ulaB,4419416,4419721,ECK4190,b4194,1.5,9.5,6.5,0.0,8.2,#DIV/0!,5.2,0.0,0.0
ulaC,4419731,4420195,ECK4191,b4195,8.7,2.1,0.2,4.0,1.8,0.4,1.7,4.4,2.6
ulaD,4420209,4420859,ECK4192,b4196,10.4,5.7,0.5,7.2,3.9,0.5,7.9,1.6,0.2
ulaE,4420869,4421723,ECK4193,b4197,8.9,2.0,0.2,6.6,0.0,0.0,6.0,3.6,0.6
ulaF,4421723,4422409,ECK4194,b4198,5.9,2.6,0.4,4.1,1.2,0.3,4.1,4.5,1.1
ulaG,4417648,4416584,ECK4188,b4192,9.7,28.7,3.0,2.6,13.4,5.1,5.2,18.3,3.5
ulaR,4416476,4415721,ECK4187,b4191,55.3,102.2,1.8,30.9,64.2,2.1,22.1,46.2,2.1
umpG,2868296,2867535,ECK2739,b2744,164.7,70.0,0.4,152.2,61.5,0.4,162.8,62.0,0.4
umpH,699549,698797,ECK0663,b0675,175.6,286.0,1.6,160.2,235.6,1.5,124.6,158.3,1.3
umuC,1230409,1231677,ECK1172,b1184,7.4,3.1,0.4,4.4,4.6,1.0,6.6,3.2,0.5
umuD,1229990,1230409,ECK1171,b1183,10.7,7.0,0.6,8.9,4.0,0.4,5.7,0.0,0.0
ung,2714776,2715465,ECK2578,b2580,101.1,278.5,2.8,77.3,126.2,1.6,65.1,117.6,1.8
uof,709948,709862,ECK4461,b4637,424.0,24.6,0.1,473.0,48.1,0.1,845.6,129.9,0.2
upp,2618894,2618268,ECK2494,b2498,384.6,1077.5,2.8,522.1,973.2,1.9,555.0,886.6,1.6
uraA,2618182,2616893,ECK2493,b2497,50.2,49.5,1.0,108.0,92.1,0.9,113.1,142.6,1.3
usg,2434671,2433658,ECK2313,b2319,158.4,208.1,1.3,159.6,214.6,1.3,156.9,156.1,1.0
ushA,504138,505790,ECK0474,b0480,40.5,69.6,1.7,37.3,41.5,1.1,43.1,35.4,0.8
uspA,3638134,3638568,ECK3480,b3495,698.1,2818.4,4.0,288.1,1000.6,3.5,210.3,1044.1,5.0
uspB,3637743,3637408,ECK3479,b3494,25.4,8.1,0.3,16.7,0.0,0.0,20.1,6.1,0.3
uspC,1977777,1978205,ECK1894,b1895,10.5,16.8,1.6,4.4,2.0,0.4,8.3,2.4,0.3
uspD,4111316,4111744,ECK3915,b3923,34.6,56.3,1.6,32.7,37.1,1.1,36.2,28.7,0.8
uspE,1396646,1395696,ECK1329,b1333,196.8,355.8,1.8,89.5,78.3,0.9,90.3,73.5,0.8
uspF,1433643,1433209,ECK1371,b1376,41.4,86.8,2.1,12.9,15.4,1.2,17.4,30.7,1.8
uspG,641090,640662,ECK0601,b0607,100.7,265.5,2.6,52.3,81.9,1.6,53.8,95.8,1.8
uup,1009187,1011094,ECK0940,b0949,152.1,182.2,1.2,145.1,158.8,1.1,179.0,104.5,0.6
uvrA,4271894,4269072,ECK4050,b4058,48.9,62.8,1.3,62.3,59.9,1.0,47.5,49.5,1.0
uvrB,812749,814770,ECK0768,b0779,53.6,42.5,0.8,41.2,28.6,0.7,45.4,29.5,0.6
uvrC,1992730,1990898,ECK1912,b1913,107.5,67.9,0.6,111.7,54.8,0.5,102.6,61.7,0.6
uvrD,3996006,3998168,ECK3808,b3813,108.8,93.3,0.9,121.1,82.4,0.7,116.7,103.6,0.9
uvrY,1993383,1992727,ECK1913,b1914,225.3,109.6,0.5,249.1,103.2,0.4,260.9,132.9,0.5
uxaA,3241336,3239849,ECK3082,b3091,8.2,8.1,1.0,12.6,2.8,0.2,13.4,9.0,0.7
uxaB,1608704,1607253,ECK1514,b1521,5.9,9.4,1.6,3.9,4.6,1.2,2.7,2.1,0.8
uxaC,3242763,3241351,ECK3083,b3092,10.5,25.1,2.4,15.9,12.4,0.8,8.4,9.5,1.1
uxuA,4549659,4550843,ECK4313,b4322,21.6,58.8,2.7,12.6,42.4,3.4,14.4,28.6,2.0
uxuB,4550924,4552384,ECK4314,b4323,20.3,34.0,1.7,27.5,26.4,1.0,20.7,17.6,0.8
uxuR,4552599,4553372,ECK4315,b4324,72.1,99.1,1.4,50.8,61.6,1.2,59.1,77.0,1.3
valS,4481860,4479005,ECK4251,b4258,459.1,656.1,1.4,432.3,570.0,1.3,360.2,497.9,1.4
ves,1822961,1822386,ECK1740,b1742,82.8,48.3,0.6,92.6,63.9,0.7,109.1,66.0,0.6
viaA,3927626,3926175,ECK3739,b3745,24.2,7.4,0.3,16.1,1.2,0.1,16.4,11.3,0.7
vsr,2028942,2028472,ECK1958,b1960,29.6,10.3,0.3,39.7,12.4,0.3,40.5,17.5,0.4
waaA,3806563,3807840,ECK3623,b3633,53.9,20.4,0.4,109.0,38.6,0.4,89.0,63.5,0.7
waaB,3802190,3801081,ECK3618,b3628,68.9,36.8,0.5,59.8,23.4,0.4,94.6,34.3,0.4
waaC,3794002,3794961,ECK3611,b3621,109.2,52.3,0.5,122.8,56.7,0.5,120.5,70.6,0.6
waaF,3792952,3793998,ECK3610,b3620,244.9,118.3,0.5,261.7,107.1,0.4,238.9,121.7,0.5
waaG,3805090,3803966,ECK3621,b3631,84.4,54.0,0.6,82.3,52.8,0.6,85.2,45.7,0.5
waaH,3788104,3787070,ECK3605,b3615,11.7,9.6,0.8,33.4,21.0,0.6,26.9,18.9,0.7
waaI,3801081,3800062,ECK3617,b3627,78.9,28.6,0.4,50.4,31.2,0.6,89.3,29.2,0.3
waaJ,3800022,3799006,ECK3616,b3626,89.4,59.5,0.7,56.1,48.6,0.9,79.4,30.3,0.4
waaL,3794971,3796230,ECK3612,b3622,56.1,53.8,1.0,36.4,40.5,1.1,86.8,56.3,0.6
waaP,3803973,3803176,ECK3620,b3630,84.0,52.0,0.6,70.3,36.7,0.5,92.7,41.2,0.4
waaQ,3806121,3805087,ECK3622,b3632,83.5,34.8,0.4,88.6,65.5,0.7,118.0,49.6,0.4
waaS,3803139,3802204,ECK3619,b3629,68.2,42.0,0.6,19.0,36.7,1.9,73.9,38.4,0.5
waaU,3797335,3796262,ECK3613,b3623,41.5,44.6,1.1,29.6,40.5,1.4,42.6,51.7,1.2
waaY,3798988,3798290,ECK3615,b3625,54.7,49.3,0.9,44.2,44.3,1.0,68.3,36.7,0.5
waaZ,3798219,3797368,ECK3614,b3624,56.0,23.1,0.4,32.9,21.6,0.7,61.6,12.1,0.2
wbbH,2105250,2104084,ECK2029,b2035,136.5,32.0,0.2,113.0,22.2,0.2,183.0,68.7,0.4
wbbI,2104081,2103089,ECK2028,b2034,198.4,283.5,1.4,118.7,221.7,1.9,265.9,200.7,0.8
wbbJ,2103108,2102518,ECK2027,b2033,175.1,158.8,0.9,145.6,134.5,0.9,162.8,90.4,0.6
wbbK,2102533,2101415,ECK2026,b2032,148.3,133.8,0.9,86.1,110.0,1.3,161.7,81.7,0.5
wcaA,2131421,2130582,ECK2053,b2059,0.5,1.4,2.6,0.0,2.0,#DIV/0!,0.5,0.0,0.0
wcaB,2130579,2130091,ECK2052,b2058,0.9,0.0,0.0,0.0,0.0,#DIV/0!,2.4,0.0,0.0
wcaC,2130094,2128877,ECK2051,b2057,0.7,0.2,0.2,2.3,1.4,0.6,1.0,2.5,2.6
wcaD,2128902,2127685,ECK2050,b2056,1.5,0.2,0.1,0.0,0.0,#DIV/0!,1.0,0.0,0.0
wcaE,2127674,2126928,ECK2049,b2055,0.0,0.3,#DIV/0!,1.3,4.5,3.6,2.1,1.4,0.6
wcaF,2126912,2126364,ECK2048,b2054,2.5,0.4,0.1,0.0,1.5,#DIV/0!,1.4,0.0,0.0
wcaI,2123770,2122547,ECK2044,b2050,0.7,0.2,0.2,0.0,0.0,#DIV/0!,1.9,0.0,0.0
wcaJ,2119578,2118184,ECK2041,b2047,0.6,0.1,0.2,2.0,0.0,0.0,0.3,0.0,0.0
wcaK,2116428,2115148,ECK2039,b2045,1.1,2.6,2.5,2.2,1.3,0.6,1.9,0.0,0.0
wcaL,2115151,2113931,ECK2038,b2044,3.3,0.3,0.1,5.4,2.1,0.4,2.9,0.8,0.3
wcaM,2113920,2112526,ECK2037,b2043,4.5,1.4,0.3,5.4,4.8,0.9,8.6,3.7,0.4
wecH,3723910,3724905,ECK3550,b3561,9.9,7.8,0.8,8.5,10.1,1.2,8.4,8.3,1.0
wrbA,1066931,1066335,ECK0995,b1004,64.0,161.1,2.5,21.9,23.8,1.1,10.0,63.7,6.4
wza,2135267,2134128,ECK2056,b2062,0.4,1.4,3.5,3.3,2.2,0.7,0.3,0.0,0.0
wzb,2134122,2133679,ECK2055,b2061,1.0,0.9,0.9,0.0,0.0,#DIV/0!,1.8,0.0,0.0
wzc,2133676,2131514,ECK2054,b2060,0.6,0.5,0.9,0.9,0.0,0.0,0.6,0.0,0.0
wzxC,2118182,2116704,ECK2040,b2046,0.9,0.5,0.6,1.3,0.6,0.4,1.3,0.0,0.0
wzxE,3974301,3975551,ECK3784,b3792,89.5,13.2,0.1,112.1,30.1,0.3,94.7,35.3,0.4
wzyE,3976624,3977976,ECK3786,b3793,33.9,13.4,0.4,51.2,13.0,0.3,37.6,25.8,0.7
wzzB,2096325,2095345,ECK2022,b2027,399.4,370.3,0.9,589.2,483.8,0.8,824.9,611.7,0.7
wzzE,3967054,3968100,ECK3777,b3785,174.9,80.9,0.5,215.3,95.9,0.4,237.0,136.4,0.6
xanP,3826968,3828359,ECK3644,b3654,7.8,4.3,0.6,33.6,18.0,0.5,46.9,47.2,1.0
xanQ,3022373,3023773,ECK2878,b2882,0.6,0.7,1.1,1.3,0.0,0.0,0.9,0.7,0.9
xapA,2522900,2522067,ECK2401,b2407,1.6,1.4,0.9,2.2,1.0,0.4,0.5,0.0,0.0
xapB,2522007,2520751,ECK2400,b2406,7.9,0.2,0.0,5.2,0.7,0.1,4.1,0.8,0.2
xapR,2520499,2519615,ECK2399,b2405,12.2,11.2,0.9,6.3,3.8,0.6,14.4,4.6,0.3
xdhA,2998367,3000625,ECK2862,b2866,0.4,1.6,3.9,2.5,1.1,0.4,2.8,0.0,0.0
xdhB,3000636,3001514,ECK2863,b2867,3.1,2.2,0.7,2.1,0.0,0.0,1.4,0.0,0.0
xdhC,3001511,3001990,ECK2864,b2868,1.9,2.8,1.5,0.0,3.5,#DIV/0!,0.0,2.1,#DIV/0!
xdhD,3019338,3022208,ECK2877,b2881,2.5,2.4,0.9,4.9,1.5,0.3,2.4,1.8,0.8
xerC,3994310,3995206,ECK3806,b3811,144.9,67.7,0.5,150.1,56.0,0.4,125.5,55.0,0.4
xerD,3037765,3036869,ECK2889,b2894,98.3,31.7,0.3,109.5,25.2,0.2,69.6,36.7,0.5
xisE,1200255,1200010,ECK1127,b1141,0.0,0.8,#DIV/0!,0.0,0.0,#DIV/0!,3.2,0.0,0.0
xseA,2632254,2633624,ECK2505,b2509,123.7,138.9,1.1,173.3,131.9,0.8,137.2,134.2,1.0
xseB,440567,440325,ECK0416,b0422,157.4,239.6,1.5,227.1,254.9,1.1,198.0,321.4,1.6
xthA,1830452,1831258,ECK1747,b1749,99.8,334.9,3.4,125.2,398.3,3.2,141.9,244.5,1.7
xylA,3728788,3727466,ECK3554,b3565,8.2,1.0,0.1,8.5,2.5,0.3,9.3,3.9,0.4
xylB,3727394,3725940,ECK3553,b3564,12.4,11.6,0.9,8.4,6.3,0.8,13.1,11.3,0.9
xylE,4240277,4238802,ECK4023,b4031,1.2,0.3,0.2,1.3,0.0,0.0,3.0,1.4,0.5
xylF,3729154,3730146,ECK3555,b3566,0.9,0.0,0.0,1.9,0.0,0.0,0.4,1.0,2.6
xylG,3730224,3731765,ECK3556,b3567,0.3,0.4,1.3,2.4,0.5,0.2,2.8,1.3,0.5
xylH,3731743,3732924,ECK3557,b3568,3.0,0.2,0.1,4.0,0.0,0.0,3.4,1.7,0.5
xylR,3733002,3734180,ECK3558,b3569,13.7,11.9,0.9,15.9,13.5,0.9,13.5,12.2,0.9
yaaA,6459,5683,ECK0006,b0006,68.3,158.4,2.3,54.2,116.3,2.1,56.3,74.1,1.3
yaaI,11786,11382,ECK0013,b0013,1.1,0.0,0.0,0.0,0.0,#DIV/0!,1.0,0.0,0.0
yaaJ,7959,6529,ECK0007,b0007,21.1,12.8,0.6,4.6,2.3,0.5,2.5,2.2,0.9
yaaU,45807,47138,ECK0046,b0045,2.4,0.4,0.2,1.4,0.0,0.0,2.1,1.5,0.7
yaaW,11356,10643,ECK0011,b0011,5.7,2.5,0.4,3.9,2.3,0.6,2.2,0.0,0.0
yaaX,5234,5530,ECK0005,b0005,74.2,24.3,0.3,78.7,33.8,0.4,101.8,69.2,0.7
yaaY,21181,21399,ECK0025,b0024,28.8,0.0,0.0,38.4,0.0,0.0,32.7,0.0,0.0
yabI,71351,72115,ECK0066,b0065,40.0,8.4,0.2,52.6,29.5,0.6,45.7,39.0,0.9
yabP,58474,59124,ECK0057,b0056,35.9,26.6,0.7,40.2,30.9,0.8,66.6,36.3,0.5
yabQ,59121,59279,ECK0058,b0057,87.7,100.4,1.1,29.4,152.7,5.2,65.0,193.9,3.0
yacC,136917,136570,ECK0121,b0122,129.3,245.0,1.9,112.9,137.1,1.2,97.1,174.2,1.8
yacG,111846,111649,ECK0101,b0101,147.7,291.1,2.0,122.8,211.4,1.7,148.6,160.9,1.1
yacH,131260,129407,ECK0116,b0117,0.5,0.3,0.6,1.0,0.0,0.0,1.1,1.1,1.0
yacL,134388,134750,ECK0118,b0119,140.0,192.6,1.4,92.8,94.5,1.0,99.7,113.2,1.1
yadC,150953,149715,ECK0134,b0135,1.5,0.0,0.0,0.8,0.0,0.0,0.6,1.7,2.6
yadD,146968,147870,ECK0131,b0132,24.9,11.4,0.5,10.4,1.9,0.2,16.3,9.1,0.6
yadE,145081,146310,ECK0129,b0130,12.4,6.8,0.5,11.4,8.8,0.8,12.0,13.4,1.1
yadG,142779,143705,ECK0126,b0127,81.5,107.5,1.3,66.6,87.6,1.3,65.2,77.6,1.2
yadH,143702,144472,ECK0127,b0128,63.0,90.7,1.4,54.6,72.7,1.3,58.8,54.6,0.9
yadI,144577,145017,ECK0128,b0129,36.7,14.6,0.4,17.0,9.5,0.6,11.7,11.6,1.0
yadK,151599,151003,ECK0135,b0136,0.8,1.0,1.3,1.6,0.0,0.0,2.0,0.0,0.0
yadL,152231,151626,ECK0136,b0137,0.0,1.9,#DIV/0!,0.0,0.0,#DIV/0!,0.0,1.7,#DIV/0!
yadM,152812,152243,ECK0137,b0138,1.6,0.7,0.4,3.3,1.5,0.4,2.1,0.0,0.0
yadN,156883,156299,ECK0140,b0141,0.0,1.3,#DIV/0!,0.0,2.9,#DIV/0!,2.0,0.0,0.0
yadS,177624,177001,ECK0156,b0157,36.0,3.7,0.1,54.0,13.4,0.2,43.3,13.2,0.3
yadV,156201,155461,ECK0139,b0140,1.2,0.0,0.0,1.3,0.0,0.0,0.5,0.0,0.0
yaeB,219594,218887,ECK0195,b0195,45.1,41.2,0.9,89.8,60.3,0.7,49.4,63.9,1.3
yaeF,217003,216179,ECK0193,b0193,10.4,0.2,0.0,7.9,2.0,0.3,3.9,0.0,0.0
yaeH,184095,183709,ECK0162,b0163,124.4,230.9,1.9,65.3,97.3,1.5,80.1,90.3,1.1
yaeI,185069,184257,ECK0163,b0164,12.7,1.9,0.2,11.5,0.0,0.0,7.8,0.0,0.0
yaeP,214125,213925,ECK0189,b4406,205.9,156.9,0.8,102.4,91.6,0.9,136.5,138.0,1.0
yaeQ,214291,214836,ECK0190,b0190,74.2,177.9,2.4,63.4,145.6,2.3,77.2,114.8,1.5
yaeR,211877,212266,ECK0186,b0187,46.1,68.9,1.5,55.2,90.1,1.6,44.9,73.8,1.6
yafC,230881,229967,ECK0208,b0208,26.5,49.8,1.9,23.5,36.6,1.6,16.9,18.0,1.1
yafD,231122,231922,ECK0209,b0209,93.8,73.6,0.8,82.9,48.1,0.6,61.1,61.6,1.0
yafE,231926,232549,ECK0210,b0210,38.9,6.6,0.2,33.0,0.0,0.0,28.7,4.9,0.2
yafJ,244327,245094,ECK0224,b0223,92.0,46.1,0.5,99.9,41.4,0.4,104.6,40.1,0.4
yafK,245805,245065,ECK0225,b0224,78.9,86.7,1.1,143.9,186.4,1.3,129.9,196.9,1.5
yafL,246712,247461,ECK0228,b0227,3.0,1.8,0.6,3.7,0.0,0.0,2.1,1.4,0.6
yafN,252005,252298,ECK0233,b0232,27.5,108.6,3.9,15.9,48.4,3.0,31.1,69.9,2.2
yafO,252301,252699,ECK0234,b0233,13.5,29.8,2.2,14.1,44.1,3.1,15.9,23.2,1.5
yafP,252709,253161,ECK0235,b0234,7.9,9.0,1.1,14.5,9.2,0.6,10.5,4.5,0.4
yafQ,246239,245961,ECK0226,b0225,56.4,78.9,1.4,50.3,78.0,1.6,61.3,58.9,1.0
yafS,234816,235538,ECK0213,b0213,32.4,22.1,0.7,18.1,9.3,0.5,21.5,8.5,0.4
yafT,237335,238120,ECK0217,b0217,3.4,1.2,0.4,7.1,11.7,1.6,10.1,9.2,0.9
yafU,239084,238746,ECK0218,b0218,0.0,0.0,#DIV/0!,0.0,0.0,#DIV/0!,1.2,3.0,2.6
yafV,240189,239419,ECK0220,b0219,52.5,67.4,1.3,41.2,26.1,0.6,30.9,12.0,0.4
yafW,263231,262914,ECK0247,b0246,0.0,0.6,#DIV/0!,0.0,0.0,#DIV/0!,0.0,0.0,#DIV/0!
yafX,264430,263972,ECK0250,b0248,0.0,0.8,#DIV/0!,0.0,0.0,#DIV/0!,0.9,0.0,0.0
yafY,265777,265334,ECK0253,b0251,18.2,11.8,0.6,14.7,11.3,0.8,14.3,16.2,1.1
yafZ,267229,266408,ECK0254,b0252,1.1,2.1,1.9,1.1,3.1,2.7,2.4,1.3,0.5
yagA,281207,280053,ECK0268,b0267,1.6,0.0,0.0,1.6,0.7,0.4,1.0,1.8,1.7
yagB,279959,279609,ECK0267,b0266,28.2,92.1,3.3,21.3,45.3,2.1,15.9,49.8,3.1
yagE,281502,282410,ECK0269,b0268,8.4,18.0,2.1,8.2,10.1,1.2,8.7,6.8,0.8
yagF,282425,284392,ECK0270,b0269,11.4,5.0,0.4,13.8,4.7,0.3,12.7,8.4,0.7
yagG,284619,286001,ECK0271,b0270,0.7,0.6,0.9,0.7,1.8,2.7,2.0,4.5,2.2
yagH,286013,287623,ECK0272,b0271,3.1,4.8,1.6,2.9,2.6,0.9,2.0,3.8,1.9
yagI,288386,287628,ECK0273,b0272,27.3,14.9,0.5,33.3,13.2,0.4,42.4,27.1,0.6
yagJ,290724,291455,ECK0275,b0276,21.5,2.9,0.1,14.1,2.3,0.2,15.8,4.2,0.3
yagK,292172,291546,ECK0276,b0277,10.8,2.2,0.2,6.0,4.0,0.7,7.0,0.0,0.0
yagL,293142,292444,ECK0277,b0278,2.6,7.5,2.9,6.7,6.0,0.9,7.4,0.0,0.0
yagM,294023,293169,ECK0278,b0279,2.1,4.3,2.1,1.1,4.9,4.5,0.9,1.2,1.3
yagN,294803,294363,ECK0279,b0280,90.8,537.3,5.9,59.4,309.4,5.2,47.8,321.5,6.7
yagP,297015,296605,ECK0281,b0282,2.2,1.9,0.9,0.0,4.1,#DIV/0!,0.0,0.0,#DIV/0!
