gene,Start,End,EcoCyc accession,locus_tag,30C_1_m,30C_1_f,te_1,30C_2_m,30C_2_f,te_2,30C_3_m,30C_3_f,te_3,TE_n_nonmissing,TE_mean,TE_all_missing
rpsO,3309706.0,3309437.0,ECK3154,b3165,5728.1,13323.8,2.3,8577.0,15983.6,1.9,10214.0,11652.9,1.1,3,1.7666666666666664,False
rpsP,2744207.0,2743959.0,ECK2606,b2609,6644.8,12238.5,1.8,9503.2,14047.5,1.5,8473.9,13758.1,1.6,3,1.6333333333333335,False
rpsQ,3446590.0,3446336.0,ECK3298,b3311,16034.2,10761.0,0.7,13644.3,9781.4,0.7,19432.4,6878.4,0.4,3,0.6,False
rpsR,4423862.0,4424089.0,ECK4198,b4202,5856.0,16355.4,2.8,9020.7,13997.8,1.6,4269.6,12483.6,2.9,3,2.4333333333333336,False
rpsS,3448548.0,3448270.0,ECK3303,b3316,13914.9,20899.6,1.5,11407.9,12006.0,1.1,11590.6,11973.1,1.0,3,1.2,False
rpsT,21078.0,20815.0,ECK0024,b0023,5931.6,11720.2,2.0,9721.4,17805.3,1.8,15416.9,18557.8,1.2,3,1.6666666666666667,False
rpsU,3208803.0,3209018.0,ECK3055,b3065,4209.1,10059.3,2.4,8595.2,21486.9,2.5,11675.8,23794.9,2.0,3,2.3000000000000003,False
rraA,4117353.0,4116868.0,ECK3921,b3929,772.9,1258.3,1.6,354.1,356.5,1.0,516.3,363.7,0.7,3,1.0999999999999999,False
rraB,4476496.0,4476912.0,ECK4248,b4255,529.7,2121.6,4.0,412.7,1533.5,3.7,520.7,1338.0,2.6,3,3.4333333333333336,False
rrrD,576836.0,577333.0,ECK0546,b0555,6.3,0.0,0.0,1.9,0.0,0.0,7.2,0.0,0.0,3,0.0,False
rrrQ,1638081.0,1637548.0,ECK1548,b1554,0.8,0.0,0.0,1.8,0.0,0.0,1.5,0.0,0.0,3,0.0,False
rsd,4194831.0,4194355.0,ECK3987,b3995,84.9,44.9,0.5,113.7,70.2,0.6,115.0,64.6,0.6,3,0.5666666666666668,False
rseA,2707426.0,2706776.0,ECK2570,b2572,288.2,309.5,1.1,271.5,162.0,0.6,241.9,195.7,0.8,3,0.8333333333333334,False
rseB,2706776.0,2705820.0,ECK2569,b2571,127.4,73.6,0.6,171.0,84.8,0.5,129.2,68.7,0.5,3,0.5333333333333333,False
rseC,2705823.0,2705344.0,ECK2568,b2570,72.2,31.2,0.4,134.4,54.1,0.4,75.4,79.2,1.1,3,0.6333333333333334,False
rseP,196546.0,197898.0,ECK0175,b0176,272.3,50.4,0.2,356.7,61.9,0.2,370.6,85.8,0.2,3,0.20000000000000004,False
rsfS,668259.0,667942.0,ECK0630,b0637,288.6,360.6,1.2,488.2,747.5,1.5,437.7,552.5,1.3,3,1.3333333333333333,False
rsgA,4389532.0,4388480.0,ECK4157,b4161,191.0,243.9,1.3,230.9,190.0,0.8,226.2,182.5,0.8,3,0.9666666666666668,False
rsmA,52430.0,51609.0,ECK0052,b0051,226.0,271.9,1.2,291.3,357.4,1.2,301.9,355.0,1.2,3,1.2,False
rsmB,3433229.0,3434518.0,ECK3275,b3289,98.3,127.5,1.3,105.1,153.8,1.5,96.8,125.1,1.3,3,1.3666666666666665,False
rsmC,4605723.0,4604692.0,ECK4362,b4371,95.5,125.8,1.3,148.6,270.9,1.8,150.3,248.9,1.7,3,1.5999999999999999,False
rsmD,3602416.0,3603012.0,ECK3449,b3465,58.8,85.1,1.4,64.2,91.1,1.4,88.6,74.0,0.8,3,1.2,False
rsmE,3089156.0,3089887.0,ECK2941,b2946,95.9,85.9,0.9,89.4,85.8,1.0,89.1,82.8,0.9,3,0.9333333333333332,False
rsmF,1918247.0,1919686.0,ECK1834,b1835,21.6,26.5,1.2,37.0,53.5,1.4,27.6,46.4,1.7,3,1.4333333333333333,False
rsmG,3921703.0,3921080.0,ECK3733,b3740,85.1,113.9,1.3,124.4,147.5,1.2,108.3,141.6,1.3,3,1.2666666666666666,False
rsmH,90094.0,91035.0,ECK0083,b0082,202.0,156.7,0.8,266.1,163.5,0.6,272.7,159.3,0.6,3,0.6666666666666666,False
rsmI,3291357.0,3290497.0,ECK3134,b3146,47.5,88.9,1.9,59.7,107.9,1.8,66.0,96.7,1.5,3,1.7333333333333334,False
rsmJ,3641155.0,3640403.0,ECK3482,b3497,81.8,38.8,0.5,78.3,31.1,0.4,77.6,61.4,0.8,3,0.5666666666666668,False
rspA,1653165.0,1651951.0,ECK1576,b1581,0.0,1.4,,0.8,0.0,0.0,0.7,2.5,3.9,2,1.95,False
rspB,1651939.0,1650920.0,ECK1575,b1580,1.3,1.0,0.7,0.0,0.0,,1.9,1.0,0.5,2,0.6,False
rssA,1288429.0,1289373.0,ECK1229,b1234,54.3,33.2,0.6,42.6,46.1,1.1,45.4,42.4,0.9,3,0.8666666666666667,False
rssB,1289465.0,1290478.0,ECK1230,b1235,36.8,25.2,0.7,40.6,26.4,0.7,36.1,22.3,0.6,3,0.6666666666666666,False
rstA,1680174.0,1680902.0,ECK1603,b1608,69.1,73.4,1.1,43.6,32.1,0.7,69.3,42.3,0.6,3,0.7999999999999999,False
rstB,1680906.0,1682207.0,ECK1604,b1609,42.5,28.1,0.7,45.3,16.1,0.4,33.6,26.8,0.8,3,0.6333333333333334,False
rsuA,2278505.0,2277810.0,ECK2177,b2183,111.8,210.4,1.9,153.2,301.8,2.0,150.3,259.8,1.7,3,1.8666666666666665,False
rsxA,1703791.0,1704372.0,ECK1623,b1627,28.6,16.1,0.6,130.2,84.9,0.7,103.2,105.9,1.0,3,0.7666666666666666,False
rsxB,1704372.0,1704950.0,ECK1624,b1628,39.6,10.4,0.3,142.2,31.8,0.2,125.0,42.6,0.3,3,0.26666666666666666,False
rsxC,1704943.0,1707165.0,ECK1625,b1629,60.1,39.7,0.7,88.8,76.8,0.9,92.5,80.4,0.9,3,0.8333333333333334,False
rsxD,1707166.0,1708224.0,ECK1626,b1630,43.8,47.4,1.1,72.4,60.9,0.8,54.1,53.4,1.0,3,0.9666666666666668,False
rsxE,1708852.0,1709547.0,ECK1628,b1632,46.5,43.1,0.9,68.5,52.9,0.8,68.0,63.5,0.9,3,0.8666666666666667,False
rsxG,1708228.0,1708848.0,ECK1627,b1631,74.6,55.8,0.7,67.8,66.0,1.0,89.7,67.8,0.8,3,0.8333333333333334,False
rtcA,3554871.0,3553855.0,ECK3406,b4475,18.1,5.7,0.3,17.5,0.8,0.0,16.4,4.0,0.2,3,0.16666666666666666,False
rtcB,3556101.0,3554875.0,ECK3407,b3421,8.1,5.9,0.7,7.6,2.0,0.3,7.1,2.5,0.4,3,0.4666666666666666,False
rtcR,3556290.0,3557888.0,ECK3408,b3422,2.8,1.1,0.4,1.8,0.5,0.3,2.2,1.3,0.6,3,0.4333333333333333,False
rtn,2268748.0,2270304.0,ECK2170,b2176,23.7,17.1,0.7,31.8,10.8,0.3,21.2,16.5,0.8,3,0.6,False
rusA,572594.0,572956.0,ECK0541,b0550,0.0,0.0,,0.0,0.0,,0.0,0.0,,0,,True
rutA,1073234.0,1072086.0,ECK1003,b1012,0.4,0.0,0.0,0.8,0.0,0.0,0.7,0.0,0.0,3,0.0,False
rutB,1072086.0,1071394.0,ECK1002,b1011,0.0,0.0,,0.0,0.0,,0.6,0.0,0.0,1,0.0,False
rutC,1071382.0,1070996.0,ECK1001,b1010,0.0,0.0,,0.0,0.0,,0.0,0.0,,0,,True
rutD,1070988.0,1070188.0,ECK1000,b1009,0.0,0.0,,1.2,0.0,0.0,0.0,0.0,,1,0.0,False
rutE,1070178.0,1069588.0,ECK0999,b1008,0.0,0.3,,1.6,0.0,0.0,1.3,0.0,0.0,2,0.0,False
rutF,1069577.0,1069083.0,ECK0998,b1007,0.0,1.2,,0.0,0.0,,2.4,0.0,0.0,1,0.0,False
rutG,1069062.0,1067734.0,ECK0997,b1006,3.7,0.9,0.2,2.8,0.0,0.0,2.4,0.0,0.0,3,0.06666666666666667,False
rutR,1073465.0,1074103.0,ECK1004,b1013,35.2,29.6,0.8,41.0,27.5,0.7,41.1,19.3,0.5,3,0.6666666666666666,False
ruvA,1944000.0,1943389.0,ECK1862,b1861,88.2,152.7,1.7,81.0,127.2,1.6,104.0,122.6,1.2,3,1.5,False
ruvB,1943380.0,1942370.0,ECK1861,b1860,63.2,58.2,0.9,81.4,56.3,0.7,70.4,39.6,0.6,3,0.7333333333333334,False
ruvC,1945400.0,1944879.0,ECK1864,b1863,401.6,43.6,0.1,483.8,56.1,0.1,467.0,80.7,0.2,3,0.13333333333333333,False
rzpD,577330.0,577791.0,ECK0547,b0556,1.0,0.8,0.9,2.0,3.6,1.8,3.4,6.7,1.9,3,1.5333333333333332,False
rzpR,1421369.0,1421668.0,ECK1360,b1362,0.0,0.6,,0.0,2.8,,1.3,3.4,2.6,1,2.6,False
sad,1612727.0,1611339.0,ECK1518,b1525,15.5,33.6,2.2,14.8,18.7,1.3,18.0,11.8,0.7,3,1.4000000000000001,False
safA,1581983.0,1581786.0,ECK4475,b1500,0.0,0.0,,0.0,0.0,,2.0,0.0,0.0,1,0.0,False
sanA,2230900.0,2231619.0,ECK2137,b2144,23.1,21.9,0.9,31.2,25.6,0.8,17.1,22.8,1.3,3,1.0,False
sapA,1355134.0,1353491.0,ECK1289,b1294,32.6,28.8,0.9,44.9,39.2,0.9,31.0,45.6,1.5,3,1.0999999999999999,False
sapB,1353494.0,1352529.0,ECK1288,b1293,36.3,28.8,0.8,50.3,32.9,0.7,34.2,39.4,1.2,3,0.9,False
sapC,1352542.0,1351652.0,ECK1287,b1292,32.8,20.3,0.6,34.6,25.4,0.7,38.8,40.4,1.0,3,0.7666666666666666,False
sapD,1351652.0,1350660.0,ECK1286,b1291,50.3,35.9,0.7,51.8,29.5,0.6,54.5,36.2,0.7,3,0.6666666666666666,False
sapF,1350658.0,1349852.0,ECK1285,b1290,39.0,35.7,0.9,44.0,28.0,0.6,40.9,26.7,0.7,3,0.7333333333333334,False
satP,10494.0,9928.0,ECK0010,b0010,42.0,29.9,0.7,84.1,110.7,1.3,68.7,99.7,1.5,3,1.1666666666666667,False
sbcB,2080780.0,2082207.0,ECK2005,b2011,47.3,76.4,1.6,30.8,49.2,1.6,26.7,40.3,1.5,3,1.5666666666666667,False
sbcC,414977.0,411831.0,ECK0391,b0397,23.7,15.3,0.6,25.3,20.2,0.8,28.8,18.9,0.7,3,0.6999999999999998,False
sbcD,416176.0,414974.0,ECK0392,b0398,15.3,18.3,1.2,21.0,30.6,1.5,22.8,27.3,1.2,3,1.3,False
sbmA,395863.0,397083.0,ECK0372,b0377,21.0,15.1,0.7,24.5,18.5,0.8,27.7,33.7,1.2,3,0.9,False
sbmC,2079286.0,2078813.0,ECK2003,b2009,21.8,31.6,1.4,13.8,17.7,1.3,12.6,28.2,2.2,3,1.6333333333333335,False
sbp,4106857.0,4107846.0,ECK3909,b3917,7.3,1.2,0.2,13.2,1.7,0.1,6.0,4.2,0.7,3,0.3333333333333333,False
scpA,3058872.0,3061016.0,ECK2913,b2917,2.1,0.4,0.2,0.9,0.0,0.0,0.9,1.0,1.0,3,0.39999999999999997,False
scpB,3062015.0,3062800.0,ECK2915,b2919,2.9,6.7,2.3,3.6,5.3,1.5,3.0,2.6,0.9,3,1.5666666666666667,False
scpC,3062824.0,3064302.0,ECK2916,b2920,3.0,0.5,0.2,2.5,0.6,0.2,3.0,0.0,0.0,3,0.13333333333333333,False
sdaA,1894956.0,1896320.0,ECK1812,b1814,67.2,112.8,1.7,117.2,134.3,1.1,89.4,137.0,1.5,3,1.4333333333333333,False
sdaB,2927598.0,2928965.0,ECK2792,b2797,270.3,178.0,0.7,274.8,182.9,0.7,399.4,220.1,0.6,3,0.6666666666666666,False
sdaC,2926251.0,2927540.0,ECK2791,b2796,341.7,401.0,1.2,516.2,547.6,1.1,543.2,873.0,1.6,3,1.3,False
sdhA,755130.0,756896.0,ECK0712,b0723,219.7,216.1,1.0,322.9,277.1,0.9,321.8,205.3,0.6,3,0.8333333333333334,False
sdhB,756912.0,757628.0,ECK0713,b0724,284.8,392.4,1.4,272.6,412.1,1.5,318.4,348.2,1.1,3,1.3333333333333333,False
sdhC,754400.0,754789.0,ECK0710,b0721,87.7,118.3,1.3,172.7,212.5,1.2,93.8,266.1,2.8,3,1.7666666666666666,False
sdhD,754783.0,755130.0,ECK0711,b0722,144.8,123.1,0.9,274.1,163.6,0.6,219.4,191.9,0.9,3,0.7999999999999999,False
sdhE,3039092.0,3038826.0,ECK2892,b2897,175.2,534.5,3.1,206.7,341.7,1.7,186.2,407.9,2.2,3,2.3333333333333335,False
sdiA,1994856.0,1994134.0,ECK1915,b1916,115.1,84.8,0.7,67.3,75.2,1.1,90.8,59.7,0.7,3,0.8333333333333334,False
secA,108279.0,110984.0,ECK0099,b0098,308.4,631.8,2.0,301.7,488.4,1.6,361.4,378.6,1.0,3,1.5333333333333332,False
secB,3782151.0,3781684.0,ECK3599,b3609,980.5,2397.9,2.4,887.3,1870.7,2.1,945.7,1609.4,1.7,3,2.066666666666667,False
secD,426871.0,428718.0,ECK0402,b0408,461.8,173.0,0.4,547.1,216.5,0.4,678.5,230.7,0.3,3,0.3666666666666667,False
secE,4175381.0,4175764.0,ECK3972,b3981,1124.6,563.3,0.5,1466.3,1216.3,0.8,1448.8,1359.3,0.9,3,0.7333333333333334,False
secF,428729.0,429700.0,ECK0403,b0409,430.0,231.0,0.5,463.8,315.2,0.7,553.5,322.4,0.6,3,0.6,False
secG,3320527.0,3320195.0,ECK3164,b3175,1269.9,714.5,0.6,4201.8,1457.8,0.3,4702.7,2629.0,0.6,3,0.5,False
secY,3442119.0,3440788.0,ECK3287,b3300,13694.2,1149.3,0.1,12604.0,867.8,0.1,14322.7,1683.2,0.1,3,0.10000000000000002,False
selA,3759272.0,3757881.0,ECK3580,b3591,109.2,120.6,1.1,83.3,55.3,0.7,77.7,49.5,0.6,3,0.7999999999999999,False
selB,3757884.0,3756040.0,ECK3579,b3590,89.5,91.3,1.0,91.8,90.3,1.0,94.2,88.0,0.9,3,0.9666666666666667,False
selD,1846032.0,1844989.0,ECK1762,b1764,252.9,437.7,1.7,222.2,272.6,1.2,213.7,212.6,1.0,3,1.3,False
seqA,712210.0,712755.0,ECK0675,b0687,307.3,303.1,1.0,286.1,372.5,1.3,307.4,301.1,1.0,3,1.0999999999999999,False
serA,3056432.0,3055200.0,ECK2909,b2913,882.6,2181.1,2.5,616.7,1649.6,2.7,570.2,1125.9,2.0,3,2.4,False
serB,4622918.0,4623886.0,ECK4380,b4388,153.7,125.0,0.8,160.2,159.8,1.0,181.0,159.1,0.9,3,0.9,False
serC,956876.0,957964.0,ECK0898,b0907,612.2,1085.0,1.8,433.7,697.1,1.6,412.6,427.4,1.0,3,1.4666666666666668,False
serS,938651.0,939943.0,ECK0884,b0893,989.8,1501.9,1.5,792.1,1282.4,1.6,728.3,1120.5,1.5,3,1.5333333333333332,False
setA,77621.0,78799.0,ECK0072,b0070,20.2,5.0,0.2,19.8,2.1,0.1,22.6,15.7,0.7,3,0.3333333333333333,False
setB,2261885.0,2263066.0,ECK2163,b2170,5.7,5.9,1.0,7.9,7.1,0.9,4.7,7.0,1.5,3,1.1333333333333333,False
setC,3834976.0,3836160.0,ECK3649,b3659,0.8,0.0,0.0,2.4,0.7,0.3,2.3,0.0,0.0,3,0.09999999999999999,False
sfmA,557435.0,557977.0,ECK0523,b0530,0.8,0.7,0.9,0.0,0.0,,0.7,0.0,0.0,2,0.45,False
sfmC,558197.0,558889.0,ECK0524,b0531,0.6,0.0,0.0,0.0,0.0,,0.0,0.0,,1,0.0,False
sfmD,558920.0,561523.0,ECK0525,b0532,0.9,0.0,0.0,2.2,0.6,0.3,1.8,0.8,0.4,3,0.2333333333333333,False
sfmF,562553.0,563068.0,ECK0527,b0534,1.7,0.0,0.0,1.8,0.0,0.0,2.3,0.0,0.0,3,0.0,False
sfmH,561565.0,562542.0,ECK0526,b0533,0.0,0.0,,0.0,0.0,,0.0,0.0,,0,,True
sfsA,161486.0,160782.0,ECK0145,b0146,95.1,65.2,0.7,67.7,43.9,0.6,104.4,67.0,0.6,3,0.6333333333333333,False
sfsB,3332931.0,3333209.0,ECK3177,b3188,37.1,11.9,0.3,43.6,24.0,0.6,39.9,18.4,0.5,3,0.4666666666666666,False
sgbE,3748109.0,3748804.0,ECK3572,b3583,7.1,4.5,0.6,6.7,1.2,0.2,2.9,1.5,0.5,3,0.43333333333333335,False
sgbH,3746600.0,3747262.0,ECK3570,b3581,1.4,2.6,1.9,1.4,5.0,3.6,3.0,3.1,1.0,3,2.1666666666666665,False
sgbU,3747255.0,3748115.0,ECK3571,b3582,3.1,3.6,1.2,3.3,4.9,1.5,1.8,0.0,0.0,3,0.9,False
sgcA,4526003.0,4525572.0,ECK4291,b4302,4.2,3.6,0.9,2.2,9.7,4.5,2.8,2.4,0.9,3,2.1,False
sgcB,4528556.0,4528278.0,ECK4294,b4565,0.0,0.0,,0.0,0.0,,1.4,0.0,0.0,1,0.0,False
sgcC,4528266.0,4526953.0,ECK4293,b4304,5.8,1.2,0.2,3.6,0.0,0.0,0.3,2.3,7.8,3,2.6666666666666665,False
sgcE,4525560.0,4524928.0,ECK4290,b4301,6.4,1.8,0.3,7.4,1.3,0.2,3.1,0.0,0.0,3,0.16666666666666666,False
sgcQ,4526940.0,4526134.0,ECK4292,b4303,3.3,4.3,1.3,5.8,3.1,0.5,2.5,5.1,2.1,3,1.3,False
sgcR,4524911.0,4524129.0,ECK4289,b4300,8.0,2.7,0.3,9.6,1.1,0.1,4.6,0.0,0.0,3,0.13333333333333333,False
sgcX,4529674.0,4528553.0,ECK4295,b4305,2.4,0.0,0.0,3.3,1.5,0.4,1.1,2.7,2.6,3,1.0,False
sgrR,77299.0,75644.0,ECK0070,b0069,29.9,39.2,1.3,20.3,40.9,2.0,16.1,23.6,1.5,3,1.5999999999999999,False
sgrT,77388.0,77519.0,ECK4477,b4662,44.3,10.3,0.2,35.4,6.3,0.2,81.3,7.8,0.1,3,0.16666666666666666,False
shiA,2051667.0,2052983.0,ECK1976,b1981,46.1,44.2,1.0,51.8,36.2,0.7,47.4,42.9,0.9,3,0.8666666666666667,False
shoB,2698219.0,2698139.0,ECK4502,b4687,177.7,2.4,0.0,138.6,10.3,0.1,324.0,38.1,0.1,3,0.06666666666666667,False
sieB,1416695.0,1417183.0,ECK1351,b1353,0.0,2.0,,0.0,1.7,,0.0,0.0,,0,,True
sixA,2454834.0,2454349.0,ECK2334,b2340,71.3,48.9,0.7,144.3,110.2,0.8,174.3,116.3,0.7,3,0.7333333333333334,False
slmA,3812517.0,3813113.0,ECK3631,b3641,146.2,74.4,0.5,250.7,119.2,0.5,220.5,106.7,0.5,3,0.5,False
slp,3651984.0,3652550.0,ECK3490,b3506,12.7,16.1,1.3,9.9,5.9,0.6,4.9,19.9,4.1,3,2.0,False
slt,4628756.0,4630693.0,ECK4384,b4392,24.1,38.5,1.6,20.3,24.6,1.2,22.4,28.1,1.3,3,1.3666666666666665,False
slyA,1718848.0,1718414.0,ECK1638,b1642,152.0,137.4,0.9,118.3,144.3,1.2,169.1,132.3,0.8,3,0.9666666666666668,False
slyB,1717900.0,1718367.0,ECK1637,b1641,1071.8,2850.1,2.7,869.3,1895.8,2.2,990.8,1932.1,2.0,3,2.3000000000000003,False
slyD,3476519.0,3475929.0,ECK3336,b3349,2180.8,6042.5,2.8,2323.2,5561.6,2.4,2343.6,4795.1,2.0,3,2.4,False
slyX,3475662.0,3475880.0,ECK3335,b3348,67.8,91.6,1.4,85.4,175.8,2.1,199.7,258.1,1.3,3,1.5999999999999999,False
smf,3431582.0,3430458.0,ECK3272,b4473,87.6,6.4,0.1,53.2,6.7,0.1,53.0,9.1,0.2,3,0.13333333333333333,False
smg,3430486.0,3430013.0,ECK3271,b3284,391.0,131.0,0.3,163.8,56.5,0.3,190.4,91.0,0.5,3,0.3666666666666667,False
smpB,2752918.0,2753400.0,ECK2616,b2620,239.4,784.0,3.3,205.3,615.2,3.0,172.9,670.1,3.9,3,3.4,False
smrA,1404003.0,1404566.0,ECK1337,b1340,15.2,9.0,0.6,36.5,14.8,0.4,40.9,16.4,0.4,3,0.4666666666666666,False
smrB,2446628.0,2447179.0,ECK2325,b2331,112.5,196.8,1.8,93.2,119.8,1.3,105.9,117.3,1.1,3,1.4000000000000001,False
smtA,972760.0,973545.0,ECK0912,b0921,138.5,54.5,0.4,169.0,62.8,0.4,160.4,64.1,0.4,3,0.4000000000000001,False
sodA,4098833.0,4099453.0,ECK3901,b3908,1355.4,4458.0,3.3,1796.8,4581.3,2.5,1567.6,4586.6,2.9,3,2.9,False
sodB,1733402.0,1733983.0,ECK1652,b1656,949.2,3727.7,3.9,784.2,2631.8,3.4,640.2,2395.8,3.7,3,3.6666666666666665,False
sodC,1722679.0,1722158.0,ECK1642,b1646,28.4,11.6,0.4,9.0,8.0,0.9,23.6,5.9,0.3,3,0.5333333333333333,False
sohB,1327356.0,1328405.0,ECK1266,b1272,119.1,157.8,1.3,110.5,122.0,1.1,156.0,139.0,0.9,3,1.1,False
solA,1119809.0,1118691.0,ECK1044,b1059,94.1,165.3,1.8,63.5,117.4,1.8,61.5,102.8,1.7,3,1.7666666666666666,False
soxR,4275492.0,4275956.0,ECK4055,b4063,15.5,20.9,1.4,16.1,18.0,1.1,15.4,30.9,2.0,3,1.5,False
soxS,4275406.0,4275083.0,ECK4054,b4062,29.2,48.1,1.6,26.0,43.9,1.7,6.1,47.6,7.8,3,3.6999999999999997,False
speA,3083933.0,3081957.0,ECK2933,b2938,646.0,809.0,1.3,772.1,818.8,1.1,771.0,591.5,0.8,3,1.0666666666666667,False
speB,3081819.0,3080899.0,ECK2932,b2937,403.5,1049.8,2.6,455.0,906.1,2.0,501.3,671.6,1.3,3,1.9666666666666666,False
speC,3107177.0,3105042.0,ECK2960,b2965,53.3,61.6,1.2,76.6,74.8,1.0,62.6,51.0,0.8,3,1.0,False
speD,135582.0,134788.0,ECK0119,b0120,374.6,558.6,1.5,385.9,620.1,1.6,342.6,458.8,1.3,3,1.4666666666666668,False
speE,136464.0,135598.0,ECK0120,b0121,394.9,578.7,1.5,440.1,468.2,1.1,408.2,467.0,1.1,3,1.2333333333333334,False
speF,719683.0,717485.0,ECK0681,b0693,1.8,0.0,0.0,1.3,0.0,0.0,1.6,0.0,0.0,3,0.0,False
speG,1654208.0,1654768.0,ECK1579,b1584,64.2,116.3,1.8,65.0,71.6,1.1,28.4,102.6,3.6,3,2.1666666666666665,False
spoT,3820423.0,3822531.0,ECK3640,b3650,335.1,89.7,0.3,468.3,82.5,0.2,442.2,100.9,0.2,3,0.2333333333333333,False
sppA,1846861.0,1848717.0,ECK1764,b1766,65.6,62.3,0.9,71.5,52.7,0.7,81.8,68.6,0.8,3,0.8000000000000002,False
spy,1823649.0,1823164.0,ECK1741,b1743,13.0,48.1,3.7,23.1,37.9,1.6,15.5,12.7,0.8,3,2.0333333333333337,False
sra,1553987.0,1553850.0,ECK1474,b1480,42.4,294.9,7.0,61.0,188.0,3.1,11.5,320.2,27.8,3,12.633333333333333,False
srlA,2823854.0,2824417.0,ECK2697,b2702,2.4,6.2,2.6,3.3,1.5,0.4,0.7,1.8,2.6,3,1.8666666666666665,False
srlB,2825384.0,2825755.0,ECK2699,b2704,3.6,5.2,1.4,7.5,6.8,0.9,0.0,0.0,,2,1.15,False
srlD,2825759.0,2826538.0,ECK2700,b2705,8.7,9.7,1.1,0.0,7.5,,4.1,6.6,1.6,2,1.35,False
srlE,2824414.0,2825373.0,ECK2698,b2703,0.5,2.4,5.2,1.9,0.9,0.4,0.8,0.0,0.0,3,1.866666666666667,False
srlR,2827069.0,2827842.0,ECK2702,b2707,47.1,53.1,1.1,23.0,21.6,0.9,22.1,27.9,1.3,3,1.0999999999999999,False
srmB,2710918.0,2712252.0,ECK2574,b2576,81.2,140.0,1.7,136.6,303.5,2.2,130.5,281.7,2.2,3,2.0333333333333337,False
ssb,4272148.0,4272684.0,ECK4051,b4059,489.2,1129.0,2.3,569.5,1359.2,2.4,571.7,1291.6,2.3,3,2.333333333333333,False
sseA,2650516.0,2651361.0,ECK2517,b2521,80.3,166.9,2.1,60.8,89.0,1.5,53.1,102.0,1.9,3,1.8333333333333333,False
sseB,2652955.0,2652179.0,ECK2519,b2522,108.3,100.0,0.9,120.4,123.9,1.0,171.5,142.8,0.8,3,0.9,False
ssnA,3017183.0,3018511.0,ECK2875,b2879,1.0,0.1,0.1,0.7,0.6,0.9,1.2,0.0,0.0,3,0.3333333333333333,False
sspA,3375442.0,3374804.0,ECK3218,b3229,675.8,906.5,1.3,967.5,1304.6,1.3,778.5,1156.2,1.5,3,1.3666666666666665,False
sspB,3374798.0,3374301.0,ECK3217,b3228,700.1,179.1,0.3,959.7,369.8,0.4,895.1,439.5,0.5,3,0.39999999999999997,False
sstT,3237966.0,3239210.0,ECK3080,b3089,197.6,205.5,1.0,187.1,175.5,0.9,169.6,229.4,1.4,3,1.0999999999999999,False
ssuA,996167.0,995208.0,ECK0927,b0936,0.0,1.0,,1.0,2.6,2.7,1.2,2.1,1.7,2,2.2,False
ssuB,993267.0,992500.0,ECK0924,b0933,1.2,1.3,1.1,2.4,3.3,1.3,5.7,8.0,1.4,3,1.2666666666666668,False
ssuC,994055.0,993264.0,ECK0925,b0934,3.4,0.5,0.1,2.4,0.0,0.0,0.5,0.0,0.0,3,0.03333333333333333,False
ssuD,995211.0,994066.0,ECK0926,b0935,0.4,2.2,5.6,0.8,1.5,1.8,2.4,1.8,0.7,3,2.6999999999999997,False
ssuE,996735.0,996160.0,ECK0928,b0937,0.0,1.0,,0.0,0.0,,2.1,3.6,1.7,1,1.7,False
stfE,1208878.0,1208342.0,ECK1143,b1157,0.8,0.7,0.9,0.0,1.6,,0.7,0.0,0.0,2,0.45,False
stfR,1427073.0,1430435.0,ECK1367,b1372,1.2,0.2,0.2,0.8,0.2,0.3,1.1,0.6,0.6,3,0.3666666666666667,False
sthA,4158813.0,4157413.0,ECK3954,b3962,87.7,128.4,1.5,130.2,160.1,1.2,123.5,167.2,1.4,3,1.3666666666666665,False
stpA,2796517.0,2796113.0,ECK2663,b2669,41.1,58.6,1.4,99.3,136.4,1.4,142.4,197.9,1.4,3,1.3999999999999997,False
sucA,757929.0,760730.0,ECK0714,b0726,307.0,308.7,1.0,300.7,231.5,0.8,297.9,232.1,0.8,3,0.8666666666666667,False
sucB,760745.0,761962.0,ECK0715,b0727,514.1,954.5,1.9,513.0,851.4,1.7,516.2,708.6,1.4,3,1.6666666666666667,False
sucC,762237.0,763403.0,ECK0716,b0728,391.3,761.8,1.9,404.7,645.5,1.6,443.3,374.2,0.8,3,1.4333333333333333,False
sucD,763403.0,764272.0,ECK0717,b0729,414.2,815.5,2.0,416.0,630.2,1.5,365.7,549.2,1.5,3,1.6666666666666667,False
sufA,1762410.0,1762042.0,ECK1680,b1684,13.4,20.1,1.5,22.8,18.1,0.8,24.8,8.4,0.3,3,0.8666666666666666,False
sufB,1762033.0,1760546.0,ECK1679,b1683,15.4,16.7,1.1,16.3,9.0,0.6,26.2,9.7,0.4,3,0.7000000000000001,False
sufC,1760536.0,1759790.0,ECK1678,b1682,13.9,21.6,1.6,21.3,31.4,1.5,14.9,9.6,0.6,3,1.2333333333333334,False
sufD,1759815.0,1758544.0,ECK1677,b1681,14.1,13.0,0.9,16.2,14.5,0.9,15.3,12.9,0.8,3,0.8666666666666667,False
sufE,1757314.0,1756898.0,ECK1675,b1679,14.0,14.5,1.0,6.7,8.0,1.2,14.3,19.7,1.4,3,1.2,False
